Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
5,-,1.0,-,-,5.5,-,-,-,-,-,0.5,0.5
6,-,-,T,0.5,-,-,2.0,1.5,-,4.5,6.0,-
7,0.5,-,1.0,3.0,2.0,T,T,36.0,3.5,T,-,-
8,-,-,-,T,1.0,-,4.5,157.0,-,11.5,-,8.5
9,-,1.5,-,1.0,26.0,-,-,11.0,T,10.5,1.5,36.5
10,-,-,3.5,-,-,-,T,-,-,-,1.0,7.0
11,T,-,12.5,12.5,18.0,-,-,-,-,-,3.5,16.0
12,3.0,-,9.0,8.0,2.5,-,-,-,1.5,-,7.0,-
13,3.5,-,-,1.5,-,-,3.0,15.0,-,-,4.5,26.0
14,9.5,-,-,-,-,-,-,2.0,-,-,2.0,2.0
15,0.5,-,-,-,-,-,-,-,-,-,0.5,-
16,-,0.5,3.0,-,-,-,-,5.5,1.5,-,3.0,-
17,-,2.0,0.5,-,-,-,-,2.0,4.0,-,-,-
18,-,0.5,-,3.0,-,-,0.5,5.0,0.5,4.0,-,-
19,-,1.0,-,T,-,-,1.0,-,-,9.0,0.5,0.5
20,-,-,-,2.5,2.0,1.0,-,-,-,18.5,42.5,-
21,-,T,1.5,4.0,1.5,-,-,26.0,-,8.0,66.5,-
22,-,0.5,2.0,3.0,T,-,-,183.0,-,1.5,1.0,-
23,-,1.0,18.5,-,7.5,56.0,-,24.5,-,1.0,0.5,-
24,-,0.5,6.5,0.5,6.5,58.0,-,0.5,-,-,-,2.5
25,-,-,16.0,4.5,16.5,-,-,27.5,-,0.5,-,2.5
26,3.0,-,11.0,1.0,21.5,-,-,22.5,1.0,4.0,-,-
27,4.5,-,-,-,13.0,-,-,13.5,-,-,-,-
28,-,0.1,-,-,0.5,-,-,6.0,147.0,-,-,T
29,-,,-,3.0,-,-,-,T,43.5,-,-,-
30,-,,-,8.0,-,-,-,4.0,-,3.0,-,-
31,-,,-,,31.0,,-,2.0,,20.0,,-
總和值,24.5,13.1,88.0,57.0,173.0,115.0,11.0,544.5,259.0,96.5,300.0,103.0
1,-,T,-,T,1.0,-,-,68.0,-,1.0,-,T
2,9.0,-,-,-,-,8.0,7.0,12.0,-,-,-,T
3,23.0,0.5,-,-,4.0,-,-,-,-,0.5,-,-
4,1.0,-,-,-,1.5,-,-,-,-,-,T,-
5,14.5,1.5,0.5,-,3.0,12.5,-,-,-,5.0,-,-
6,5.0,-,0.5,-,-,11.5,1.0,-,-,100.0,-,-
7,-,-,-,-,-,T,1.0,1.5,-,268.5,54.0,-
8,9.5,-,-,-,T,-,200.0,1.5,-,42.5,-,-
9,-,-,13.0,-,-,1.0,100.0,-,119.5,29.5,-,9.0
10,-,-,38.5,2.0,T,0.5,T,4.0,T,T,-,0.5
11,0.5,4.0,11.5,10.0,T,0.5,7.0,19.5,0.5,-,5.5,21.0
12,4.5,-,6.5,-,-,0.5,-,21.0,-,32.0,-,0.5
13,3.0,-,4.5,6.5,36.0,10.5,-,92.5,8.5,7.0,-,-
14,0.5,1.5,13.0,24.0,8.5,-,-,-,164.5,12.0,-,T
15,3.5,1.5,-,15.5,15.5,-,-,-,142.5,11.2,0.5,-
16,0.5,3.5,3.5,-,12.0,-,-,-,0.5,T,-,T
17,3.0,9.5,-,T,T,12.0,-,-,24.0,20.5,-,-
18,1.5,1.5,4.0,T,-,21.0,-,22.5,0.5,4.5,T,-
19,0.5,T,1.5,-,2.5,-,10.5,2.0,14.5,2.5,-,-
20,1.0,-,1.0,-,6.0,4.5,2.0,-,-,36.0,8.0,-
21,1.5,-,4.0,-,2.0,7.5,-,-,-,89.0,3.5,1.0
22,5.0,-,4.0,0.5,1.0,-,-,-,7.0,-,36.5,1.0
23,11.5,T,11.0,-,23.0,-,-,-,16.5,4.0,28.5,-
24,5.0,1.0,0.5,0.5,1.5,5.5,-,2.0,0.5,11.0,1.0,-
25,0.5,T,8.0,-,1.5,39.0,-,-,-,-,1.0,-
26,T,0.5,-,0.5,-,34.5,-,-,-,-,5.0,-
27,T,-,1.0,2.0,55.0,-,3.5,38.0,187.5,-,38.5,-
28,8.0,-,-,1.5,-,-,-,T,142.5,-,-,1.5
29,32.5,-,-,-,-,-,-,T,26.5,2.5,0.5,-
30,13.5,,-,1.0,-,-,-,T,6.0,1.0,2.5,-
31,1.5,,T,,-,,5.0,-,,-,,8.5
總和值,159.5,25.0,126.5,64.0,174.0,169.0,337.0,284.5,861.5,680.2,185.0,43.0
1,0.5,0.5,-,11.0,-,0.5,-,-,60.0,-,-,0.5
2,0.5,-,-,-,-,50.0,-,-,6.0,-,-,-
3,2.0,-,-,-,-,62.0,4.0,-,0.5,T,17.0,T
4,-,21.0,-,-,-,9.0,0.5,-,-,28.5,-,-
5,-,1.0,-,0.5,6.5,-,-,-,-,40.5,0.5,1.0
6,-,-,3.5,0.5,-,-,-,-,-,0.5,2.0,3.0
7,-,-,12.5,-,1.0,1.5,0.5,-,-,3.0,0.5,1.0
8,-,-,17.0,-,-,0.5,0.5,-,-,46.5,1.5,0.5
9,-,1.5,7.5,-,-,-,-,-,-,5.5,23.0,1.5
10,-,-,3.5,-,-,-,-,-,-,1.5,9.0,-
11,T,1.5,8.0,2.0,0.5,-,-,-,-,4.0,18.0,-
12,1.0,2.0,1.5,4.0,-,2.5,-,-,-,52.0,16.5,3.5
13,1.0,1.5,1.5,4.0,0.5,-,-,-,32.5,202.0,2.5,11.0
14,2.5,-,1.5,-,1.0,19.5,-,-,-,147.5,0.5,3.5
15,-,-,-,-,20.5,12.0,-,-,-,220.0,1.0,3.0
16,2.5,-,-,6.2,16.5,2.5,8.0,-,-,1.5,-,-
17,2.0,-,1.0,-,9.0,15.5,1.0,-,-,-,-,-
18,-,3.0,-,0.5,-,6.0,-,-,-,-,-,-
19,T,2.0,0.5,0.5,12.5,-,-,-,-,-,2.0,-
20,-,-,T,T,19.0,-,-,-,-,-,1.0,-
21,-,-,3.5,23.0,2.0,-,-,7.0,-,T,0.5,-
22,-,1.5,-,24.5,0.5,-,-,117.0,-,-,0.5,-
23,-,0.5,2.0,2.5,1.5,-,-,11.5,-,-,-,-
24,3.0,2.5,0.5,1.0,0.5,-,-,-,-,-,1.0,-
25,3.5,7.5,0.5,-,8.0,-,-,-,-,-,-,-
26,-,5.5,10.0,-,2.0,-,-,-,-,-,-,-
27,-,-,-,22.0,15.5,14.5,-,-,-,-,2.0,19.0
28,-,-,-,3.0,13.0,-,-,-,-,-,-,0.5
29,-,,-,-,6.0,-,71.0,-,27.0,-,-,10.0
30,-,,-,1.0,8.5,15.0,56.5,-,-,-,-,12.0
31,0.5,,1.5,,-,,11.5,2.5,,-,,0.5
總和值,19.0,51.5,76.0,106.2,144.5,211.0,153.5,138.0,126.0,753.0,99.0,70.5
1,-,1.0,11.0,-,-,3.5,3.5,-,-,-,9.5,-
2,6.0,-,0.5,-,-,0.5,T,-,T,-,17.0,-
3,T,3.5,-,-,0.2,-,-,0.5,-,-,0.5,-
4,1.0,1.0,1.0,-,3.5,13.0,-,-,T,-,-,-
5,-,5.5,-,-,-,T,-,-,-,9.0,-,0.5
6,22.5,-,-,3.0,2.0,9.5,-,1.0,-,-,0.5,T
7,27.0,17.0,1.0,0.5,0.5,12.0,-,-,-,-,41.0,0.5
8,7.5,5.0,1.0,-,7.5,-,-,-,T,1.0,24.5,0.5
