Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2,-,-,-,-,0.5,-,-,T,9.5,-,-,-
3,-,0.4,T,-,1.0,15.5,-,-,-,-,-,2.5
4,-,0.5,-,1.0,-,53.8,-,4.5,-,0.5,-,13.1
5,-,-,-,-,4.5,-,16.5,-,-,T,-,0.5
6,-,2.0,-,-,-,8.8,-,-,-,-,0.6,-
7,-,-,-,0.3,-,15.5,-,8.0,-,-,-,-
8,3.0,-,-,-,1.0,16.0,-,1.0,-,-,-,-
9,-,-,6.0,3.5,11.0,12.5,-,-,-,-,3.3,0.5
10,1.0,12.0,-,12.0,0.8,1.0,-,-,-,-,0.5,-
11,2.5,1.0,-,1.2,-,5.0,-,T,-,-,-,-
12,8.0,-,-,-,-,0.5,-,5.0,7.5,6.5,1.5,-
13,0.2,1.0,4.5,-,-,4.0,-,9.0,-,0.1,-,-
14,-,4.0,-,0.2,-,92.1,-,2.0,0.2,-,-,-
15,-,-,-,-,-,46.0,-,-,14.0,-,6.0,-
16,-,-,-,0.5,-,-,0.5,1.0,0.5,-,1.0,0.3
17,1.0,-,-,-,-,-,12.5,0.2,-,-,0.3,-
18,-,-,T,-,-,-,7.5,54.5,-,4.5,-,-
19,-,5.0,T,-,5.0,-,20.0,-,3.5,-,0.5,0.5
20,-,3.0,T,-,3.5,3.0,-,-,84.5,-,-,-
21,-,-,1.0,-,1.5,-,-,-,275.5,-,-,-
22,-,-,-,1.4,-,-,32.5,-,-,0.5,-,-
23,-,-,-,-,-,-,102.0,-,2.0,-,-,-
24,-,-,-,-,-,-,2.0,-,-,-,-,-
25,3.5,-,-,-,-,T,1.0,-,-,-,-,7.0
26,-,-,1.5,2.5,-,-,1.5,-,9.0,-,-,3.5
27,-,3.0,18.5,-,-,-,-,0.5,T,-,-,-
28,-,9.5,3.4,0.4,11.5,-,10.5,-,0.5,-,37.0,1.2
29,2.5,,3.0,-,-,-,-,T,-,-,-,-
30,-,,T,-,-,-,-,-,-,-,-,-
31,-,,32.0,,-,,-,-,,-,,-
總和值,21.7,41.4,69.9,25.5,40.8,273.7,206.5,85.7,406.7,12.1,50.7,29.1
1,-,0.5,1.5,-,-,-,-,-,-,-,16.0,-
2,-,-,-,-,-,-,-,-,-,2.5,-,-
3,-,-,3.0,-,-,-,-,-,-,24.0,0.1,-
4,-,-,-,-,-,-,-,-,-,0.5,0.4,-
5,-,-,-,-,-,-,8.9,-,-,7.6,-,1.0
6,-,-,-,135.0,-,-,42.3,-,-,1.0,0.5,0.2
7,-,-,-,2.0,-,-,155.0,1.5,0.2,0.2,-,-
8,-,-,-,-,-,-,256.5,246.5,-,-,-,0.2
9,-,-,-,-,-,-,1.5,37.5,-,0.8,21.5,1.0
10,-,-,-,0.7,-,-,-,-,1.0,-,-,5.5
11,0.3,-,-,3.2,21.5,-,1.0,-,0.4,-,-,-
12,-,-,-,-,5.7,-,-,-,12.0,-,0.9,-
13,-,-,-,-,-,-,-,-,2.0,-,-,-
14,13.5,-,-,-,-,-,-,-,-,-,2.5,-
15,-,1.5,-,-,-,-,-,-,-,-,-,-
16,-,1.0,6.5,-,-,-,-,-,-,-,-,-
17,-,-,1.5,21.0,-,-,0.5,-,3.2,-,-,-
18,-,2.0,-,28.0,-,-,26.5,107.0,-,2.5,-,-
19,0.5,-,-,-,-,-,40.5,-,-,6.0,9.7,0.7
20,0.4,-,-,-,-,4.5,2.0,-,1.0,14.0,28.5,-
21,1.0,-,-,3.5,9.7,-,-,36.7,-,3.6,61.0,-
22,-,9.1,-,-,56.7,6.0,-,46.0,-,-,-,-
23,-,-,-,-,18.2,4.0,-,T,-,4.2,-,-
24,-,-,0.5,-,21.0,-,-,-,-,-,-,-
25,-,-,-,1.0,93.5,-,-,63.0,1.5,1.0,1.0,-
26,0.5,-,0.5,-,30.5,-,-,8.5,0.2,-,-,-
27,2.0,-,-,4.7,1.0,-,-,12.5,-,-,-,-
28,-,-,-,-,-,-,-,5.5,15.0,-,-,-
29,-,,-,0.5,-,-,-,21.5,5.0,-,-,-
30,-,,-,0.5,-,-,-,3.7,4.5,1.0,-,-
31,-,,-,,2.0,,-,4.0,,1.0,,-
總和值,18.2,14.1,13.5,200.1,259.8,14.5,534.7,593.9,46.0,69.9,142.1,8.6
1,-,0.6,-,-,-,-,-,56.0,2.0,60.5,-,-
2,48.0,-,-,-,-,-,3.0,11.5,51.6,-,-,-
3,22.5,-,-,-,-,-,-,-,3.5,-,-,-
4,-,-,1.0,-,-,-,-,-,-,5.5,-,-
5,-,2.0,8.2,-,-,4.0,1.0,-,41.5,7.0,0.5,T
6,0.5,-,1.2,-,-,0.1,-,0.8,17.0,77.9,0.1,-
7,-,-,0.1,-,-,0.5,7.5,-,32.0,150.2,7.0,-
8,1.0,-,0.5,-,0.3,8.0,256.5,-,-,216.2,-,-
9,-,-,-,-,-,3.5,4.5,-,-,188.2,-,1.6
10,0.3,-,3.0,0.5,-,51.5,43.0,3.5,-,105.0,-,-
11,-,3.0,4.0,28.0,7.0,73.6,25.5,3.5,-,17.0,-,-
12,1.0,-,-,0.2,T,12.9,4.0,22.5,0.5,2.5,-,-
13,19.5,-,2.3,12.0,-,2.7,-,56.5,5.5,-,-,0.1
14,-,-,18.9,46.0,0.5,0.5,-,15.5,299.0,2.5,-,-
15,0.3,-,1.5,12.5,-,-,-,63.7,72.5,5.5,-,-
16,0.5,0.5,-,-,1.5,-,-,52.5,-,30.3,0.5,-
17,27.0,-,-,-,2.2,-,-,22.5,-,11.3,-,-
18,0.5,-,-,-,-,3.0,-,18.5,1.0,1.5,-,-
19,-,-,4.0,-,15.5,3.5,-,5.5,43.9,0.4,2.5,-
20,-,0.8,-,-,-,5.0,-,-,0.1,91.5,17.0,0.4
21,2.8,-,-,-,12.5,8.3,-,-,-,4.0,-,0.5
22,-,-,1.0,-,6.0,-,-,-,0.3,26.5,4.8,0.5
23,22.5,-,1.3,-,3.0,-,-,-,0.5,-,-,0.1
24,1.5,-,9.9,6.5,-,-,-,-,-,-,T,-
25,-,-,7.5,-,-,-,-,-,-,-,3.5,-
26,-,-,-,-,-,1.0,-,-,-,-,7.5,-
27,10.0,-,-,-,-,3.5,-,-,163.1,-,59.5,2.4
28,3.9,-,-,10.9,-,19.5,-,0.5,74.5,-,-,0.5
29,7.6,-,-,2.5,-,14.6,-,10.5,55.2,1.0,-,-
30,1.8,,-,-,-,-,10.0,0.5,13.0,6.5,0.5,-
31,-,,2.5,,-,,10.5,1.0,,-,,-
總和值,171.2,6.9,66.9,119.1,48.5,215.7,365.5,345.0,876.7,1011.0,103.4,6.1
1,2.0,-,-,12.5,-,5.5,0.5,1.0,69.5,1.5,-,-
2,-,-,0.2,-,-,55.5,-,0.5,47.5,-,6.3,-
3,-,1.0,0.1,-,-,119.5,5.5,-,-,-,18.5,-
4,2.0,2.5,-,-,-,56.0,17.2,-,-,11.0,-,-
5,-,0.4,-,-,-,-,17.3,-,-,12.5,-,-
6,-,1.0,-,-,1.5,-,-,-,25.2,2.0,7.6,-
7,-,-,0.5,-,-,-,17.0,-,10.0,-,-,0.6
8,1.5,-,2.0,-,-,-,-,-,-,40.5,-,-
9,-,0.1,-,-,-,3.0,-,-,-,4.0,1.0,-
10,-,0.2,-,-,-,2.5,-,-,-,-,0.1,-
11,-,-,1.5,2.2,1.0,0.5,-,-,-,14.6,1.5,-
12,-,-,0.5,9.8,0.7,-,-,-,-,-,-,-
13,-,0.5,-,6.2,-,1.0,-,-,-,87.5,0.5,0.5
14,-,0.3,4.3,-,-,8.5,-,-,-,145.5,-,1.1
15,-,-,-,0.5,-,4.2,27.5,-,-,44.5,-,0.5
16,-,-,-,-,20.0,3.5,23.5,-,2.0,29.6,-,-
17,-,-,0.8,-,2.5,30.0,12.5,-,6.5,-,-,-
18,4.0,3.7,0.7,-,-,0.4,-,-,-,-,-,-
19,-,2.5,2.0,3.0,2.1,-,-,-,88.5,0.8,-,-
20,0.5,3.5,-,-,2.6,-,-,-,76.0,-,-,1.5
21,-,-,-,-,0.3,-,37.7,0.5,-,-,-,-
22,-,0.1,0.5,37.2,23.5,-,7.4,161.0,1.0,-,8.0,-
23,-,-,3.1,12.2,-,-,3.3,65.0,-,-,-,-
24,-,-,-,-,-,-,0.1,26.0,0.5,-,-,0.5
25,-,-,1.0,-,22.5,-,-,0.5,1.0,-,-,0.5
26,-,0.5,1.0,-,0.5,-,-,11.4,-,-,-,-
27,2.5,-,-,4.0,-,-,-,14.0,-,-,-,8.0
28,-,4.3,-,3.5,0.2,-,0.5,-,-,4.5,-,-
29,-,,-,-,0.4,1.0,31.5,-,9.0,0.5,0.2,3.0
30,-,,1.0,-,3.3,0.5,246.3,2.0,-,-,-,9.5
31,5.5,,0.2,,7.0,,59.7,66.0,,-,,1.3
總和值,18.0,20.6,19.4,91.1,88.1,291.6,507.5,347.9,336.7,399.0,43.7,27.0
1,-,0.5,1.0,-,-,-,-,-,0.5,-,1.2,-
2,3.5,-,-,-,-,-,17.5,-,-,-,8.1,-
3,-,-,-,0.1,-,-,2.5,-,-,-,-,-
4,4.5,-,-,-,3.2,-,-,-,-,-,0.5,-
5,9.5,-,-,-,-,-,-,-,-,-,-,-
