Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
14,8.0,-,10.0,-,-,152.0,3.0,-,-,8.0,2.0,-
15,1.0,-,-,-,12.0,101.5,-,-,-,10.5,-,-
16,-,-,12.0,-,56.0,40.0,-,-,-,-,-,-
17,-,-,0.5,-,0.5,69.5,-,-,-,-,-,-
18,0.5,-,-,-,-,35.5,-,-,-,-,2.5,-
19,-,-,2.5,-,6.0,3.0,-,-,-,-,0.5,-
20,-,-,-,3.5,8.5,-,-,-,-,-,2.5,-
21,-,-,-,71.5,-,-,-,-,-,-,0.5,-
22,-,24.5,1.5,8.0,-,-,-,2.5,-,-,0.5,-
23,-,2.5,0.5,2.5,-,-,-,25.0,-,-,-,-
24,-,7.5,-,1.5,1.0,-,-,5.5,-,-,-,-
25,-,13.5,6.0,-,4.0,-,-,0.5,-,-,0.5,-
26,-,15.0,13.0,-,-,-,6.0,-,-,-,0.5,-
27,-,-,-,18.5,0.5,-,-,1.0,-,-,-,-
28,-,-,-,-,-,-,-,-,-,-,-,-
29,-,,-,-,-,-,85.0,-,-,-,-,-
30,-,,-,-,1.5,11.5,25.5,-,-,-,0.5,-
31,-,,17.0,,0.5,,12.5,-,,-,,-
總和值,9.5,63.0,102.5,116.0,94.5,694.5,293.5,36.5,81.5,29.0,12.5,9.5
1,-,5.5,-,-,-,1.0,9.0,-,-,-,4.0,-
2,-,1.0,-,-,-,-,2.0,-,-,-,-,-
3,-,0.5,-,-,-,-,7.5,-,-,-,-,-
4,0.5,0.5,-,-,-,-,1.5,0.5,-,2.5,-,-
5,1.0,0.5,-,-,-,-,6.0,1.0,15.5,-,-,-
6,26.0,-,-,-,-,-,-,6.0,0.5,-,-,-
7,28.0,4.0,0.5,-,-,-,11.0,-,22.0,-,-,-
8,61.5,4.0,19.5,-,65.0,-,1.0,5.5,-,-,-,-
9,21.0,1.0,-,-,1.5,-,-,-,1.0,-,-,-
10,0.5,0.5,-,-,-,0.5,6.5,-,-,-,-,0.5
11,-,1.5,-,-,-,13.0,19.5,-,11.5,-,-,-
12,-,-,-,50.5,-,-,-,-,-,5.0,-,-
13,-,-,-,-,-,-,-,-,-,2.5,-,-
14,-,-,-,0.5,-,-,-,17.0,-,-,-,-
15,-,-,15.0,13.0,-,3.5,-,3.5,-,-,-,-
16,-,-,-,15.5,-,1.5,-,-,-,-,-,-
17,-,-,-,10.0,-,41.0,-,-,-,0.5,2.0,-
18,-,-,-,-,-,5.0,-,66.0,-,-,-,-
19,1.5,-,-,-,-,11.5,-,36.0,-,1.0,1.5,-
20,-,-,30.0,-,-,6.0,2.0,-,-,-,-,-
21,-,-,-,-,-,46.0,-,6.0,-,-,-,-
22,3.0,17.0,-,-,-,2.0,3.0,5.0,-,-,-,-
23,-,-,-,-,-,19.5,-,32.0,-,-,-,13.5
24,-,-,-,4.5,-,-,2.0,60.5,-,-,-,0.5
25,-,2.5,-,-,-,-,-,1.0,-,-,-,-
26,-,-,-,-,-,-,-,18.5,-,-,2.5,0.5
27,-,-,-,-,-,-,-,11.5,4.5,-,-,-
28,5.5,2.5,-,-,-,-,-,-,1.5,-,8.5,-
29,10.0,,-,-,-,-,-,2.0,-,-,-,-
30,2.0,,-,-,-,10.5,-,-,-,-,-,-
31,8.0,,-,,-,,-,-,,-,,-
總和值,168.5,41.0,65.0,94.0,66.5,161.0,71.0,272.0,56.5,11.5,18.5,15.0
1,-,-,-,5.0,50.0,9.0,-,7.0,-,12.5,-,-
2,0.5,-,-,-,25.5,2.5,-,-,-,-,-,-
3,1.5,0.5,35.0,-,2.0,-,-,-,1.0,-,-,-
4,-,1.5,-,0.5,-,32.0,-,-,25.0,-,-,-
5,4.0,-,14.0,-,0.5,-,0.5,-,1.5,-,-,33.5
6,7.0,-,17.0,-,18.0,-,3.0,8.5,-,-,-,24.0
7,-,-,38.5,-,2.0,-,0.5,-,-,-,-,-
8,-,-,14.0,-,1.5,-,-,41.5,1.0,-,-,-
9,-,-,95.5,-,33.5,-,-,97.0,-,-,-,-
10,-,-,25.0,-,1.0,34.0,3.0,16.0,-,-,-,-
11,-,-,1.0,9.5,-,64.0,-,24.5,-,-,-,-
12,-,-,-,-,-,36.5,-,32.5,-,-,-,-
13,-,-,-,17.5,-,31.0,-,1.5,-,-,-,-
14,-,-,-,11.0,-,68.0,-,-,-,-,-,-
15,-,-,2.5,3.0,-,-,-,5.5,-,-,-,-
16,9.0,-,-,37.0,1.5,-,-,52.5,-,-,-,-
17,4.5,-,-,-,2.5,14.5,-,28.5,-,-,-,-
18,-,-,-,-,7.5,-,1.0,18.5,-,-,-,-
19,-,2.0,-,15.0,2.5,-,-,38.5,-,-,-,-
20,-,-,-,23.0,28.5,-,1.0,14.0,5.0,-,-,-
21,0.5,-,-,21.0,1.0,-,-,4.0,1.0,-,-,-
22,-,0.5,-,-,1.0,-,28.0,-,-,-,-,0.5
23,-,-,1.5,-,56.5,33.5,-,-,-,-,-,-
24,-,33.0,7.0,-,-,62.0,-,-,-,-,-,-
25,-,-,24.0,-,-,11.0,-,6.0,-,-,-,-
26,-,-,-,-,-,-,-,8.0,-,-,-,-
27,-,-,-,-,21.0,-,18.0,-,-,-,-,-
28,-,-,-,-,41.0,-,22.5,-,-,-,-,-
29,-,,12.5,-,-,-,-,-,-,-,-,37.0
30,-,,1.5,-,-,42.5,-,39.0,18.0,-,-,18.5
