Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
5,-,7.5,1.0,-,36.5,T,-,6.0,-,-,-,T
6,-,1.5,7.5,-,0.1,33.5,7.0,10.5,4.0,-,-,11.5
7,0.1,1.5,0.5,T,-,2.5,-,13.5,21.0,-,-,-
8,-,4.5,T,2.5,0.3,-,-,236.0,T,0.5,-,-
9,-,0.5,-,5.4,-,-,5.5,0.7,-,49.5,-,5.5
10,-,-,13.0,9.0,-,-,88.0,-,-,T,-,23.5
11,-,-,34.5,22.0,1.0,-,-,-,-,2.5,11.5,-
12,2.5,-,10.0,0.5,42.0,-,0.3,1.2,-,T,-,2.0
13,3.0,-,-,-,-,-,-,17.5,0.8,-,T,-
14,5.3,-,-,-,-,27.0,-,2.5,0.5,-,1.0,-
15,-,8.0,-,-,-,-,-,-,-,-,-,-
16,-,11.5,-,-,-,-,-,5.5,17.0,-,-,T
17,-,-,T,-,-,-,-,-,-,-,-,-
18,-,-,-,8.5,-,-,-,41.5,-,0.2,-,T
19,-,-,-,9.0,-,T,11.5,-,-,T,-,T
20,-,-,-,7.5,49.5,-,0.8,-,-,0.2,T,-
21,0.4,T,-,14.5,1.0,60.0,-,T,T,2.6,2.5,0.4
22,-,-,-,0.5,16.0,0.5,-,0.5,-,6.5,-,-
23,-,T,50.0,-,21.5,59.5,65.2,21.5,-,7.0,0.5,-
24,-,49.0,2.0,-,26.5,47.0,1.0,1.7,0.2,4.0,-,0.2
25,-,-,33.0,-,3.5,-,-,28.5,-,-,5.5,17.0
26,1.0,T,16.0,-,11.5,-,-,13.0,T,-,3.0,T
27,12.0,T,15.5,-,-,-,1.0,39.5,12.5,-,-,16.5
28,0.4,1.0,-,-,-,-,34.0,62.5,161.5,-,-,1.0
29,-,,-,-,-,-,26.5,12.5,9.0,-,-,-
30,T,,-,-,-,-,17.0,7.0,-,T,0.5,1.0
31,-,,-,,5.0,,-,8.0,,-,,T
總和值,24.7,95.5,187.2,79.4,239.4,230.1,261.8,529.6,234.0,145.0,24.9,80.6
1,-,27.0,-,-,4.0,-,28.0,T,-,-,0.5,0.5
2,T,13.0,-,-,-,35.5,64.5,0.5,18.0,-,-,T
3,15.5,0.5,-,T,1.5,6.0,10.5,0.5,51.2,-,-,-
4,0.5,6.0,-,-,-,-,-,-,-,-,T,-
5,0.5,5.5,-,-,9.5,18.0,-,-,T,0.5,-,-
6,34.0,0.5,-,-,-,34.5,-,-,21.5,12.7,-,-
7,-,-,-,-,-,5.0,7.5,33.0,2.5,13.0,T,-
8,6.0,-,1.0,T,T,-,6.5,-,-,27.5,7.5,-
9,-,-,24.0,-,0.9,42.5,21.5,3.0,108.0,27.0,0.5,-
10,-,-,54.0,6.5,8.5,24.5,43.0,4.0,2.5,9.0,6.0,4.0
11,32.8,T,21.5,16.0,28.0,3.5,20.5,53.5,-,1.5,-,2.0
12,6.5,-,6.5,2.5,-,1.0,2.0,-,19.5,4.0,-,-
13,4.0,-,44.0,48.5,T,48.0,-,7.5,4.0,1.2,-,-
14,-,9.5,10.5,22.5,-,52.0,-,-,33.5,9.0,-,T
15,2.0,1.5,14.0,8.0,1.0,-,-,-,1.0,3.0,-,T
16,0.5,0.5,5.5,-,73.0,-,-,-,T,-,-,-
17,40.0,5.0,0.5,6.0,-,85.5,0.5,6.5,70.5,T,-,-
18,T,9.0,25.5,12.5,-,5.5,41.5,-,17.5,-,0.5,-
19,6.5,-,16.5,-,-,-,21.5,T,-,T,-,-
20,7.0,0.1,0.5,-,-,-,13.0,21.0,1.0,3.3,8.0,-
21,14.5,-,3.0,-,0.5,-,-,-,-,-,17.5,T
22,37.0,T,0.5,-,T,-,-,-,1.5,9.0,18.0,6.0
23,45.0,2.0,38.5,-,19.5,1.5,-,T,T,-,39.0,-
24,7.0,2.5,18.0,1.5,T,T,T,-,-,-,T,T
25,-,2.0,32.5,1.5,-,-,-,-,T,-,-,-
26,-,4.0,-,4.0,T,-,-,T,4.0,-,7.5,-
27,-,16.0,0.5,25.5,9.0,0.4,-,9.4,143.5,-,11.0,T
28,1.5,-,-,4.0,-,103.0,-,55.5,1.0,-,0.5,1.5
29,26.5,-,-,-,-,108.5,-,-,0.5,0.5,-,0.5
30,10.5,,-,0.5,-,1.5,-,-,2.0,-,T,-
31,-,,-,,-,,-,-,,-,,-
總和值,297.8,104.6,317.0,159.5,155.4,576.4,280.5,194.4,503.2,121.2,116.5,14.5
1,-,-,0.5,14.0,-,-,37.0,-,8.5,-,-,1.0
2,-,-,-,-,0.8,144.5,-,29.0,8.0,-,-,1.5
3,2.5,-,-,-,0.5,160.0,2.5,33.5,8.5,T,13.5,T
4,-,-,T,-,-,17.0,3.0,-,4.0,6.1,0.9,T
5,-,0.4,-,-,0.5,-,-,-,-,-,-,0.5
6,T,-,25.0,-,-,T,0.1,-,-,T,0.3,1.0
7,T,-,9.0,T,-,-,29.5,-,-,8.5,-,20.5
8,T,T,2.5,-,-,-,3.0,-,T,1.0,0.5,12.0
9,-,2.0,T,-,1.2,-,11.0,-,0.2,T,T,3.0
