Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
18,-,-,0.4,0.5,0.3,-,-,0.3,2.2,0.1,T,0.2
19,13.0,0.1,0.9,-,0.2,14.2,-,-,4.7,0.1,2.0,-
20,0.6,2.8,6.0,-,23.1,40.0,0.8,-,1.7,-,0.8,-
21,0.3,14.4,1.2,0.1,0.5,10.2,30.5,-,-,-,-,-
22,-,11.5,0.5,4.0,-,0.7,148.5,-,0.2,-,0.1,1.0
23,3.0,0.4,0.8,0.5,0.2,-,9.5,84.0,1.2,41.1,9.5,3.5
24,T,0.3,7.0,-,-,-,32.5,246.7,81.5,2.0,0.5,0.5
25,4.0,13.9,-,-,T,-,30.5,37.2,0.1,-,2.5,0.5
26,1.5,-,T,7.6,3.5,-,-,-,3.2,1.0,4.0,8.0
27,-,-,0.1,6.0,2.5,-,-,35.4,3.9,0.4,-,18.0
28,-,0.5,-,2.0,5.4,28.0,9.3,54.7,4.6,0.5,-,7.0
29,-,0.5,0.2,4.0,-,89.8,17.5,2.0,-,1.9,2.5,3.5
30,-,,-,6.9,34.4,0.1,39.7,-,-,2.0,11.4,62.0
31,-,,1.3,,24.8,,68.5,2.4,,11.5,,-
總和值,60.3,82.6,130.4,73.1,261.4,434.2,375.8,512.5,150.2,63.7,119.8,210.0
1,-,4.2,0.1,-,3.5,-,-,14.6,35.9,23.5,9.9,-
2,0.7,48.2,0.6,8.0,0.1,-,-,9.7,7.7,0.2,100.8,-
3,2.7,7.6,-,10.0,0.5,-,-,-,10.5,0.9,9.5,-
4,-,-,-,16.0,-,T,-,-,T,-,1.0,-
5,-,4.3,-,4.0,103.5,17.0,-,-,-,-,0.2,-
6,-,3.0,0.2,22.5,146.5,T,-,-,-,-,4.0,-
7,-,0.6,T,0.5,13.5,-,-,-,0.5,0.4,6.0,0.5
8,0.5,-,-,1.0,9.0,-,10.5,-,-,0.5,-,-
9,T,-,-,11.0,22.5,-,-,-,-,4.2,7.0,9.0
10,0.2,-,-,0.2,0.5,0.4,-,-,-,2.0,-,1.5
11,0.4,0.2,T,0.9,6.0,-,-,-,-,2.5,4.6,-
12,4.0,T,0.1,0.2,5.1,4.8,0.7,3.0,28.0,12.5,-,0.1
13,26.0,-,1.1,-,-,116.8,9.2,3.8,0.1,-,-,2.4
