Date,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
總和值,116.0,90.5,247.2,96.5,301.3,42.4,463.2,729.4,607.3,252.4,191.8,189.0
1,-,55.2,-,-,5.1,-,-,3.1,-,-,66.1,30.4
2,0.6,35.5,-,-,-,74.6,8.6,2.0,23.6,-,22.8,8.9
3,14.6,6.8,-,-,2.2,5.2,19.6,-,38.3,-,22.3,3.9
4,1.8,9.2,-,-,-,-,-,-,19.3,0.7,2.5,0.5
5,0.9,13.8,-,-,3.3,0.4,-,-,24.9,4.0,-,-
6,42.8,1.5,-,-,-,8.0,T,3.8,18.5,35.0,-,-
7,5.8,-,-,-,-,1.1,22.1,1.2,1.0,30.8,-,T
8,4.4,-,1.3,-,-,-,65.0,-,-,44.6,36.0,3.5
9,1.0,-,27.2,-,0.2,2.0,22.1,0.9,68.1,70.2,34.9,3.0
10,-,-,65.0,6.9,28.2,4.6,12.8,25.8,0.4,56.7,7.5,19.9
11,20.6,0.6,25.1,12.0,18.9,3.4,9.4,26.0,-,55.1,-,24.2
12,20.4,T,8.6,2.3,-,0.1,3.2,T,14.8,93.7,-,-
13,12.0,-,37.0,60.2,3.3,74.4,-,2.6,11.1,62.9,-,-
14,-,29.7,15.0,31.6,-,70.5,-,-,30.0,26.9,-,7.2
15,1.8,7.4,18.6,9.4,-,-,-,-,1.4,122.6,1.3,6.9
16,0.5,-,11.3,-,53.5,-,-,-,2.5,0.9,0.7,-
17,27.3,7.0,4.1,1.5,-,41.1,-,-,232.0,17.3,-,-
18,2.0,7.2,34.3,14.9,-,2.6,1.7,-,102.8,0.6,0.5,-
19,5.5,8.9,2.4,-,-,-,0.1,2.2,2.7,0.4,-,-
20,7.5,0.7,1.5,-,-,-,2.3,-,21.1,4.1,16.9,-
21,14.5,0.2,3.3,-,2.2,-,-,-,2.1,-,13.0,0.2
22,53.5,-,0.4,-,0.5,-,-,-,0.5,1.6,65.3,9.4
23,54.8,20.5,33.6,-,32.4,-,-,-,0.4,-,113.7,0.1
24,1.4,53.3,14.0,4.0,1.7,-,-,-,-,0.9,58.7,-
25,-,9.8,26.6,1.6,-,-,-,-,9.6,-,8.2,-
26,-,11.0,-,0.5,-,-,-,-,17.2,-,4.9,-
27,0.4,9.8,0.8,45.9,2.4,T,-,29.1,320.6,-,19.8,47.5
28,2.5,-,-,36.2,-,2.1,-,15.3,4.1,1.1,-,15.6
29,22.0,-,-,-,-,44.3,-,-,2.3,68.1,1.6,6.9
30,10.3,,-,1.3,-,1.0,-,-,2.7,18.6,20.1,0.3
31,6.7,,-,,-,,T,-,,2.5,,1.5
總和值,335.6,288.1,330.1,228.3,153.9,335.4,166.9,112.0,972.0,719.3,516.8,189.9
1,-,14.9,0.9,15.7,-,-,2.2,-,54.5,-,16.3,67.6
2,-,12.1,-,-,0.5,314.0,-,1.7,17.9,-,17.5,33.0
3,13.6,-,-,-,-,133.6,4.6,-,24.1,37.7,14.5,16.0
4,2.5,-,1.0,-,-,39.9,7.1,-,-,90.6,74.8,0.5
5,-,6.8,-,-,-,T,-,-,-,6.3,9.2,4.2
6,6.5,T,14.7,0.3,-,-,-,-,-,51.2,0.5,1.9
7,-,-,8.6,0.8,-,-,17.7,-,-,19.1,-,29.0
8,-,1.3,3.1,-,-,-,11.1,-,10.6,22.3,48.2,8.3
9,T,5.2,1.5,-,1.8,-,0.2,-,-,-,18.1,5.4
10,-,-,45.3,-,-,-,15.4,-,-,4.2,0.3,0.2
